sentimen,text
NETRAL,"Berdasarkan realisasi hingga saat ini, kuota BBM bersubsidi diperkirakan hanya akan cukup hingga awal Desember 2023,"" kata Iwan. https://t.co/KC0DKVddgr"""
NETRAL,@JMRivLegaz @middlechild08 @Richeydarian Hahaha bobo para sau at wala akung pakels TANGA!!!?????? d masyadong na perfect pgka edit c bbm bwahaha galingan mu pa TANGA .At itu nman idol mu c LUTANG INA bwahahaha https://t.co/Ync4rdqkRB
NETRAL,@ericnamofficial Kasalanan ni BBM yan
NETRAL,"Operasional Kendaraan Listrik Lebih Hemat Loh di Banding Kendaraan BBM, Yakin Gak Mau Motor Hemat Ini? #PakaiMolisYuk #????????????????  #???????_????????  #breastfeeding  #NationalGirlfriendday  #earthquake https://t.co/BwkzmnSxlL"
NEGATIF,"@msaid_didu Ini rugi,itu rugi,,,terus yg menguntungkan rakyat apa...rakyat beli BBM cash tp pertamina rugi,rakyat beli listrik ga ngutang tp PLN rugi,rakyat beli gas LPG cash tp PGNnya rugi..duh gustiiii?????"
NETRAL,Harga BBM Non Subsidi Tidak Berpengaruh Pada Masyarakat Kecil.  #bbmnonsubsidi #SulawesiUtara #TVRISULUT #MediaPemersatuBangsa https://t.co/9XGioiQJY9
NEGATIF,Sangat relevan Menaikan harga BBM per 1 agustus Agar bisa memenuhi gaji para komut pertamina yg sangat fantastic  Warga cari duit receh cepe sehari aja..sampe ngek2an...  Kurang anjaayyy apa coba?
NETRAL,Bahkan Untuk Pajaknya Kendaraan Listrik Lebih Murah Loh di Banding Kendaraan BBM. #PakaiMolisYuk #????????????????  #???????_????????  #breastfeeding  #NationalGirlfriendday  #earthquake https://t.co/ZX9JfSTG7e
NETRAL,@LongboardFamara @LeonardoAi_ @NetizensNFT @galleon_trade Gm BBM ??
NETRAL,Wah Baru Tau Kalau Hematnya Kendaraan Listrik Lebih Hemat di Banding Kendaraan BBM. #PakaiMolisYuk #????????????????  #???????_????????  #breastfeeding  #NationalGirlfriendday  #earthquake https://t.co/sXDU2OO9tV
NEGATIF,"@geloraco Rakyat megap2 beli bbm,gaji mrk milyaran, gk guna gk ada manfaatnya"
NETRAL,@chwedollyy udah kaya bbm aja yank km gi apa
NEGATIF,@tanyarlfes 10k sehari itu mah bbm  aja kurang anjr
NETRAL,"#twitter #viral Kapolsek Pemulutan #OganIlir Terancam Dicopot, Imbas Gudang BBM Ilegal Meledak Sudah Diingatkan Kapolda Sumsel : https://t.co/MKDxZIPImc https://t.co/R089gLqADB"
NEGATIF,"Bayangkan nasib bangsa Indonesia kedepannya dgn utang 8,000 T harga dollar dan bbm melambung tinggi, BUMN² pd bangkrut, ladang minyak, gas, emas freeport, perkebunan sawit, jalan tol, properti, industri² besar, ritel² dikuasai cukong dan bacin  Indonesia diambang kebangkrutan! ??? https://t.co/jalk3vzFMJ"
NETRAL,"@AkeonGGaming ngelamun tau-tau ada suara line"" zaman battle royale antara Line, BBM, Kakao Talk (banyak diskonnya jir), sama WeChat"""
NETRAL,kasalanan po yan ni bbm
NETRAL,@HelloMy2ndAcct @T4rgetL0cked Ung sinasabi ni BBM na katapusan na ng mga Agri. Smugglers isang malaking kalokohan??????  Hanggang maalat Ang tubig sa dagat tuloy lng Ang ligaya.
NETRAL,"Daftar Harga BBM Pertamina di Indonesia Mulai 1 Agustus 2023, Berapa di Sumsel ?   https://t.co/7RHiwvcetP"
NEGATIF,"Gaji Komut Pertamina Rp8,3 M Disorot Tajam, Pegiat Medsos: Mangkanya BBM Naik Buat Biayain Ahok! https://t.co/CmZK9Q95WF"
NETRAL,"Duh, Kuota BBM Subsidi Diprediksi Tak Cukup sampai Akhir Tahun #beritajogja #jogja #jogjaistimewa https://t.co/HV0U8DkPuB https://t.co/exIBAkBCr2"
NETRAL,atp sumpah menyesal tak ambik pai kalau tak lesson plan dgn bbm tu ambik mama punya jeeeee????????
NETRAL,PAKYU BBM
NEGATIF,@RandomWorldWar @kopi_tuak @newpersonnnnn Karena tetep ada uap bahan bakar ya min seperti cara kerja mesin pembakaran dalam yang lebih banyak rasio udara daripada bbm. kalo keisi full bahan bakar justru mesin gak akan hidup
NEGATIF,"Ingin lihat orang yang hidup untuk gengsi?  hanya untuk memenuhi gaya hidup? agar terlihat kaya raya? wow amazing??  lihatlah saat di pom bensin??  pajero CRV isi pertalite PCX, motor sport isi pertalite   kesel penyaluran bbm subsidi tidak sesuai??"
NEGATIF,"Gajinya besar sekali pantas harga BBM dinaikan terus rupanya buat ngasih gaji manusia cebong ini,sangat miris sekali."
NEGATIF,@strike_bravo_b @RunForY57397734 Partai di Parlemen juga akan berpengaruh sih. Btw kek Jokowi mungkin di honeymoon period pertama dia ingin lakuin banyak gebrakan selain berani naikin subsidi BBM. Cuma kan you know until 2016 kan dia minoritas di Parlemen sehingga gebrakannya ga terlalu maksimal skalipun mantep
NETRAL,Kumusta kaya bakasyon ni bbm sa Malaysia after ng SONA habang binabagyo at binabaha yung iba dito????
NETRAL,@isishaki Emoji bbm
NETRAL,NASIRA RINGLIGHT KOOOOO KASALANAN MO TO BBM
NETRAL,"dami utang ng Pinas. anlala bbm ah, x3 yern?!"
NETRAL,"@Penyintas22 @Nast_1205 @Mdy_Asmara1701 Tidak gr2 pak pressss , faktanya kalo beli BBM d SPBU tetap mengantri brow ...... Kalo pas sepi ya tidak mengantri , Nglamar pkrjaan juga sama ........"
NETRAL,@thisfreefool @AltStarMagic BBM appointed her. Kaya alam na ??.
NETRAL,@bubuy_0823 @T4rgetL0cked Karamihan sa kanila bbm at sara. Ginusto nila yan.
NETRAL,"Breaking News!! Polda Gorontalo Amankan Ratusan Liter BBM Subsidi di Gorut, Diduga Ilegal https://t.co/bA10Vb5sQZ"
NEGATIF,"@AsepWitoko Jgn lupa pula antri BBM subsidi bang, posing kita dibuatnya."
NETRAL,Jaman BBM gua sih percaya bakal beneran kejadian
NEGATIF,"Oalah gak ada kerjaan  Tak kira demo BBM mahal, sembako mahal,"
NEGATIF,@kangdede78 @ReflyHZ Lu emang gatau jaman pdip jadi oposisi tiap naek bbm drama nangis ampe bawa kerbau ditulis SiBuYa? Yaelahhhh
NEGATIF,"@jokowi Harusnya kita bisa lebih dari ini karna negara kita negara yg kaya akan sumber daya alam. Subsidi BBM di cabut biaya hidup mahal, Mau sekolahkan anak saja kami rakyat miskin seperti pengemis."
NEGATIF,"Untuk dapat menjalankan kegiatan usaha jual beli BBM, pelaku usaha perlu punya perizinan berusaha berbasis risiko. Lantas, apa syarat agar bisa mendapat izin niaga bahan bakar minyak?  https://t.co/5o5bLxVlaP"
NETRAL,"Subsidi itu bukan utk Cukong Produsen Kendaraan Listrik, melainkan utk ribuan Bengkel yg memodifikasi Motor BBM hibride dgn penggerak listrik. BBMnya juga disubsidi menjadi bauran B50 Bioetanol. Pemerintah jangan dibodohi oleh kolaborasi Pejabat-Cukong, APBN itu uang Rakyat."
NEGATIF,@abu_waras Lalu manfaat beliau apa ya? Toh harga BBM tetap naik disaat harga dunia turun.
NETRAL,BPK Temukan 4 Ribu Data Ganda Penerima BLT BBM di Banten https://t.co/i1W11FJ2X2
POSITIF,@Migran_TV_7777 Banyak ngatri isi BBM sebab mayoritas rakyat udah punya kendaraan...
NEGATIF,"@Mygdwipa @Gus_Raharjo Sama ketika kampanye  -Tidak akan hutang -Tidak akan inport -Tidak menaikan bbm -Esemca sudah dipesan 6000 unit -Uang diluar ada 11.000 T Dikantong lebih banyak lagi. -Tidak suka bagi2 BLT Semuanya tidak ada yang tepat satupun,meleset semua. Hutang meroket ??????"
NETRAL,@rekkoy Pake 4 j4di k4y4k typingan bbm deh p4k
NETRAL,"@rapplerdotcom Marami pa ring nagmamahal sa iyo, BBM. Marami pa ring tang_."
NETRAL,@JioCinema @BeingSalmanKhan JJ gj tu ki bbm k mob DH km NH BB #AbhishekIsTheBoss
NETRAL,@dhanymaggots_ @sweetbutpsych0p lagi heuay tiba2 bbm naek
NETRAL,"Resmi Naik, Ini Daftar Terbaru Harga BBM di Seluruh SPBU Indonesia https://t.co/iDUcpiFJ9i"
NETRAL,@samuhwang mank msh jaman yak bbm?? ????
NEGATIF,"@Aryprasetyo85 @03__nakula @__AnakKolong @Arindra__ @Anak__Ogi @al_lasan @AgusValent65949 @akbar2913018658 @Miduk17 @NgkongRoses @ch_chotimah2 Tolol juga lu ah, RG ga tiba²  caci maki presiden, tapi diawali dgn kritik kebijakannya.  Contoh lain: Presiden bang***!! Janjinya ga akan naikan BBM, ternyata BBM naik berkali-kali!"""
NEGATIF,"klo memaksa publik bakal curiga niyy, BBM bersubsidi, gas melon 3kg, TDL, murah terjangkau ini yg diinginkan rakyat, bukan keinginan orang tertentu @PKSejahtera @pakmul63 terus suarakan jeritan hati rakyat PKS Menang Anies Presiden 2024"""
NETRAL,Tigilan nyo yan! Dagdag kayo gastos. Yung mga bumoto kay BBM. Kasalanan nyo to!
NEGATIF,"@CNNIndonesia Bagus dari hongkong BBM subsidi aja mahalnya selangit, bayangkan pertalite Ron 90 harga 10.000 ,malaysia Ron 95 subsidi cuma 6600 aja, Ron 97 non subsidi 11.600 , makin ancur pertamina dipegang ahok yg ngga amanah..."
NETRAL,@silverbergnesia Sehat dan Hemat Energi BBM ( Bahan Bakar Mesin ).??
NETRAL,"@tanyarlfes Ini casenya kayak blackberry ga sih. Dulu yg punya BB dianggep kaya dll tapi giliran BBM diambil sama android, yg punya BB jd dipandang biasa aja. Sama halnya kayak skrg, mungkin dulu org yg punya iPhone dianggap kaya dll, skrg karena udh banyak yg pake jadinya yaa biasa aja"
NETRAL,"Penyesuaian harga BBM non-subsidi untuk Pertamax Turbo, Dexlite, dan Pertamina Dex dilakukan pada 1 Agustus 2023.  #merahputihcom #BBM #harga #pertamina   https://t.co/21NXu4xxpb"
NETRAL,"Kita sedang nyiapin buat kalian semua, obrolan mengenai bimas islam yang akan dikemas oleh anak muda.  Bincang-Bincang Moeda (BBM), segmen terbaru persembahan dari Ditjen Bimas Islam yang akan segera mengudara di kanal Youtube Bimas Islam TV ?????? https://t.co/HVO3gCwVDJ"
NEGATIF,"Masih sibuk aja cakar2an copras capres,sampai g merhatiin angka2 waktu isi bbm di pom bensin. ?????? Dasar buih"
NETRAL,"Kata orang,cinta harus diperjuangkan mati matian! Emangnya perjuangan seperti apa di yang bisa kita lakuin?apakah worth it to try? Pernah kah kalian kecewa setelah merasa berjuang? So yuk kita nongkrong dan cerita2 bareng di BBM nanti malam! See you! #ourspaceisyours?? https://t.co/LLutG4SBKe"
NEGATIF,"@abuyahany Coba lihat gas melon langka, BBM, lingkungan rusak, banjir ditanah borneo, flora fauna rusak, lahan dirampas"
NEGATIF,@msaid_didu Harusnya yg di gejot itu konversi motor BBM ke EV biar banyak yg beralih krna biaya saat ini cukup mahal skitar 15jtan
NEGATIF,"@Paltiwest Yang ogah sebarisan sama elu lebih banyak. Apalagi setelah kenaikan BBM, pupuk, TDL, pajak, BPJS dll ??"
NETRAL,"Karena pertamina salah satunya usahanya jualan bbm, gajinya 8,3M setara dengan penjualan pertamax 92 sebanyak 664.000 liter.  https://t.co/0heYMuzpYu"
NETRAL,@_och4sdfghjklx_ Candu sekali manusia ini pake emot bbm ??????
NETRAL,@adrianafrnndz_ Kasalanan ni bbm char
NEGATIF,"@budimandjatmiko @jokowi 90% tingkat kepuasan yg nyurvey siapa woiyyy.. Makanya sering2 turun ke lapangan, lihat,dengar, dan rasakan langsung keluhan rakyat.. Puas nya gmn,.. BBM  naik ngantri pula, Gas LPG naik ngantri pula,. Lapangan kerja sulit, ngantri pula.. Hutang meroket.. Sembako pada naik.."
NEGATIF,"@HelmiFelis_ apakah benar gajinya segede itu, Pertamina untung berapa sih sampai bisa gaji komut yang kelewatan gede, kayaknya itulah mengapa meskipun harga minyak dunia turun drastis eh malah bbm naik di negeri kita, gila??"
NEGATIF,"@yunartowijaya Seandainya relawan ngamuk wktu Jokowi naiki BBM,. Listrik,Pajak.. sy rasa saat ini rakyat Indonesia Tdk kesusahan."
NETRAL,"Ini Perbandingan Harga BBM Pertamina, Shell, BP, dan Vivo per Agustus 2023 https://t.co/e7vKGzAqRP"
NETRAL,"@tanyarlfes beli hp lebih ke fungsi sih, karena fungsi ipon sama dengan android ya biasa aja, kecuali kek dulu BB sama nokia ada BBM nya dan perlu bgt komunikasi, kerja dll via BBM karena banyak dari situ, dan blm ada di smartphone lain (pada waktu itu)"
NETRAL,2 Kapolsek Dicopot Kapolda Sumsel Buntut BBM Ilegal  https://t.co/rH3Fo9shdP
NETRAL,2 Kapolsek Dicopot Buntut Ledakan Gudang BBM Ilegal di Sumsel https://t.co/8ktPbXtd6u
NETRAL,BPH Migas Proyeksikan Kuota BBM Subsidi 17 Juta KL Tidak Cukup Hingga Tutup Tahun Ini https://t.co/Wherp5MdCf #BBM
NETRAL,"Mulai 1 Agustus 2023 kemarin terdapat penyesuaian harga yang dilakukan PT Pertamina (Persero) terhadap BBM non subsidi. Diantaranya Pertamax Turbo, Dexlite dan Pertamina Dex mengalami kenaikan #digoid"
NETRAL,@PemkotMalang janji cairkan kompensasi subsidi bbm angkot.  Kompensasi BBM dijanjikan setelah pemberlakuan satu arah.  Terutama pada trayek yang terdampak.  Kompensasi tersebut berasal dari APBD. Besarannya Rp 300 ribu untuk 574 angkot.  Selengkapnya :  https://t.co/cyoUelp8GX
NETRAL,@HmfaqihA @jokowi Bapak mobil nya isi bbm pertamax atau pertalite kah ? Kalau diesel isi pertadex atau biosolar ? ??
NETRAL,"@viljxnxnd Ayan tama 'yan, i-sisi lahat kay bbm"
NEGATIF,"@basuki_btp pak Ahok, ini yang nikmati subsidi BBM  CC. @mohmahfudmd"
NETRAL,"Menurut hitungan BPH Migas, kuota BBM solar akan habis di awal Desember 2023. Salah satunya karena penyaluran tak tepat sasaran. #bisnisupdate #update #bisnis #text https://t.co/uybXSvDKG4"
NETRAL,@archeoffside madami ba yung water sa bottle? ?? kasalanan ni bbm
NETRAL,Putragis isang buwan na naguuulan walang tigil. Kasalanan talaga to ni bbm eh.
NETRAL,Harga 3 BBM Nonsubsidi Pertamina Naik per 1 Agustus 2023  https://t.co/UcHGt04zz6
NETRAL,"Mario Dandy akhirnya angkat bicara usai dikaitkan soal sosok pengemudi BMW yang kabur usai mengisi BBM. Jadi, itu benar Mario Dandy atau bukan? https://t.co/XjTyWJFuF9"
NETRAL,"Anggota  Polsek Limpasu Melaksanakan giat Pam di SPBU guna kelancaran dan  keamanan bagi warga dalam mengisi BBM, serta memonitor ketersedian BBM  untuk menghindari adanya kelangkaan BBM di Daerah Hukum Polsek Limpasu.  ( Limpasu, Rabu, 02 Agustus 2023 )  #humaspolreshst https://t.co/BpBcUO55ih"
NETRAL,"@msaid_didu negara lain jg 35 thn...""... tuh negeri sblah bbm ron 92 cm RM 2,5... kok pd.mingkem ya...???????"""
NETRAL,@alt_dragrace @inquirerdotnet Tanga mo rin.. Bakit yung Trip ba ni BBM ay para sa Honeymoon?
NEGATIF,"?????????????????????????  Gaji Komut Pertamina Tembus Rp8,3 Miliar Per Bulan, Saut Situmorang: Mangkanya Harga BBM Naik Buat Biayain Hidup Ahok! https://t.co/YuAFrJjgZn"
NETRAL,"Lecture tanya apa  beza ABM dengan BBM,  cari di Google sekalinya ini yang keluar ?? https://t.co/r3piOJwbj6"
NETRAL,"@oiger @ABSCBNNews @victoriatulad At least hindi Basa, Basa, Mamayanan para BBM acronym ??. Ok na yan!"
NEGATIF,"@Partono_ADjem gpp sih bang, lagian emang ga ada ngebantunya sama sekali sama rakyat kok, pinjol aja ga di suruh diberantas, bbm aja ga turun2, jadi sah2 aja sih"
NETRAL,@babybambhee Kasalanan nanaman ni bbm yan kakagigil
NETRAL,Ini daftar harga BBM Pertamina di seluruh Indonesia https://t.co/57wHtD6kpI
NETRAL,@inquirerdotnet @carlapgomezINQ Tutuparin ng NGCP ang kanilang pangako kay Pres BBM na maisasagawa ang kanilang proyekto
NETRAL,"Kepergok Maling BBM, Motor Pelaku Digantung Warga di Tiang Listrik https://t.co/mhocMva2Sa"
NETRAL,@abu_waras Petralite itu BBM jenis baru ya?
NETRAL,@convomf dulu waktu jaman2nya BBM juga ada tau tamplate itu??????
NEGATIF,"@never_alonely Jangan bawa adat , sembako naik,bjps,listrik naik , BBM naik dan koruptor merajalela....jelas-jelas merugikan masyarakat dan negara .kalian diam saja .salam dari darah Dayak"""
NETRAL,@kpdc0426 @_chany96 @daphine36 @inquirerdotnet Paki ko kay BBM? Huwag kang lumayo sa usapan.
NETRAL,Tawang tawa ko sa BBM multiverse??
NETRAL,"Antisipasi Penyalahgunaan BBM, Polsek Kuaro Laksanakan Monitoring di SPBU HABI JAYA Kuaro  #Poldakaltim #polripresisi #polripedulisesama #polriupayakanpemulihan #kamihumaspolri #ProgramPrioritasKapolri https://t.co/rGQivc3PJS"
NETRAL,"@convomf pernah di fase mau bayar kuliah cuma 2,5 juta harus minjem sana sini, dikasih uang jajan 150 seminggu include bensin, punya hp yang cuma bisa bbm gabisa whatsapp jadi susah pas ada grup kelas gitu, punya motor yang hobi banget rewel sampe temen temenku memandangku sungguh iba wkw"
NEGATIF,@ch_chotimah2 @ganjarpranowo Blusukan ke got ke gorong-gorong ke sawah untuk apa kalo rakyat ttp dibikin susah..??? Harga pupuk mahal sementara hasil panen harga anjlok Sembako naik. Listrik naik BPJS naik. Pajak naik BBM naik juga. Yg turun cuma harga diri nya di mata rakyat. Bukan begitu nyet..???????
NEGATIF,@dapitnih Emang bagus kok??  gajinya????????  8milyarrrrrrr/bln  sp yg ga happy!!!  rakyat Indonesia cuma k bagian harga bbm makin naik dgn segala peraturan pembelian yg gaje.
NEGATIF,"@kangdede78 mace Ampe segitunya,jadi ta da soal kelaparan dll Krn BBM dah satu  harga,kl dulu ada tp ta da Jokowi, di Papua Ampe mace Papua begitu cintanya ke hati,."
NETRAL,"patroli unit samapta Polsek Bontang-selatan melaksankan giat patroli ke SPBU tanjung laut, memberukan himbauan kamtibmas kepada para pengantri BBM untuk tetap tertib guna mencegah kemacetan arus lalu lintas dan pemyalahgunaan BBM Bersubsidi https://t.co/tYmlfKq40w"
NETRAL,@jcpunongbayan Lun felnews ang panooot! Wala kn ibabato pang iba kay BBM? Buhok mong lagas na lng
NEGATIF,@Riskyy110 Turunkan harga BBM
NETRAL,/ Cape sama si exeu. Balik bbm ajalah saya/?
NEGATIF,"@CNNIndonesia Tolak ukur rakyat  selama bbm dan gas masih naik terus dan sering langka berarti yg diatas masih ndk ada yg beres, gajine pda selangit tp kalau mau naikin selalu bilang rugi...ketok e kalian yg ndk mau  rugi  rakyate disuruh patungan secara masal."
NEGATIF,"@fmuchtarrr @strike_bravo_b udah bbm mahal, tarif listrik juga, gas tetiba langka di daerah, bikin infrastruktur yang penting jadi, giliran rakyat kesel ampe memaki, masih ga tau dimana salahnya, udah gitu mayoritas dpr ga peduli atas semua itu, mantap emang"
NETRAL,@convomf lah jd inget jaman bbm wkwk
NEGATIF,"@Gus_Raharjo @jokowi Justru sekarang malah mengerikan, BBM pupuk subsidi dikurangi tapi efeknya malah import, Gas 3 kg langka, telur naik, lahan warga diserobot cukong, Pasir laut dijual, Nickel 5juta ton kabur... Kalian yg buzzeRp dpt kuota data nasi lengkuas sudah Heppy ????????"
NEGATIF,@CNNIndonesia Bagus karena ga bisa lihat minyak dunia turun bbm malah naik ??
NETRAL,@jeongiely BBM SUPPORTER YAN PANGIT PA UGALI PLS ??????
NEGATIF,@Ramabcde Ga ngerti sih biasanya harga jelantah bagus pas bbm diesel naik harganya
NEGATIF,sementara rakyat antri BBM &amp  Gas
NEGATIF,@cobsunzip KEBUTUHAN HIDUP MAKIN MAHAL BBM NAIK SUSAH SURVIVE DI BUMI PERTIWI INI STOP JAJAN KERTAS!!!!!!!!!!
NETRAL,"@Mang_asar3 Eh ito! Yung idol mo si BBM, umutang pa rin! https://t.co/h1jpcotTUv"
POSITIF,@AraituLaki Makanya harga BBM pinginya naik mulu
NETRAL,Giat Patroli dan Monitoring pendistribusian BBM di SPBU Kutau dan SPBU Ibul  https://t.co/uW0ChNarby
NETRAL,@R_Jrdn @AM_EllaJKT48 Saatnya minta kontak BBM.. BAGIIII
NETRAL,@AnnaMalindogUy Ano sagot ni BBM?
NETRAL,@AM_EllaJKT48 baiklah krn banyak yg bertanya (2 orang) saya akan menjawab secara resmi dan terbuka. jadi alasan ada titik di depan nama adalah supaya nama aku jadi yang paling atas di kontak BBM kalian @Ulfah_000 https://t.co/y7TCbTMLAv
NEGATIF,@papa_loren nanam sendiri pupuk dibuat susah air susah bbm dimahalkan ....  impor aja kan....mudah dan fee nya bisa lumayan buat tambahan masukan...
NETRAL,"BBM Non Subsidi Naik, Berikut Harga Pertamax Turbo, Dexlite dan Pertamina Dex di Seluruh Indonesia https://t.co/3hQNZc1LfZ"
NEGATIF,@CNNIndonesia bisa bubarkan mafia migas katanya bbm bisa murah...nyatanya makin mahal dan sering kosong...bahkan lpg 3 kg...
NETRAL,Kehabisan BBM
NEGATIF,@gustikajusup @Miduk17 @JendralKepitin9 karma buat jokowi dulu orang pdip waktu demo kenaikan harga bbm di jaman pak sby  pak sby dihina bilang kebo sekrang jokowi menerima karma nya
NETRAL,"@Boltcrank6 @PineksoRoyi1 @03__nakula Pernah masalah pribadi SBY, meskipun posisi sbg presiden, namun sbg delik aduan beliau sendiri yg laporkan ke polisi. Beda dgn aksi demo hina SBY spt kebo diistana ada kaitan dgn masalah publik (isu bbm). Ok"
NETRAL,"BBM Nonsubsidi Naik, SPBU di Bojonegoro Terapkan Tarif Baru, Berikut Harganya https://t.co/OlKxa8qpg5"
POSITIF,Penyesuaian tarif disebut dapat meningkatkan aspek pelayanan dan keselamatan pasca kenaikan harga BBM yang berdampak pada naiknya suku cadang kapal. https://t.co/ugW4rw2kPt
NEGATIF,"@DarjoGuh @Miduk17 @jokowi Saya adalah rakyat republik ini saya adalah pemilih dan pembayar pajak untk menggaji Jokowi, coba tunjukan prestasi Jokowi yg di bangun tanfa hutang, Dan bantah juga BBM yg trus di naikan pupuk yg langka gas LPG yg langka trus hutang yg trus meroket sembako yg mlambung. Lool"
NEGATIF,Gajinya bagus dan untuk mayarakat jgn lupa lanjutkan antrian LPG dan BBM.
NEGATIF,"@AndiSinulingga @msaid_didu Kasi jabatan bergaji gede , semua juga pada diem .... ??  Mana yang biasa ngoceh di tv jika tol naik , BBM naik, harga naik , di rezim sebelumnya ?"
NETRAL,"Harga BBM Nonsubsidi Naik, Bamsoet: Pemerintah Harus Lihat Keuangan Warga #TempoOtomotif https://t.co/w53zAEhLMb"
NEGATIF,"@HusinShihab Malahan yg paling banyak bohongnya itu pak jokowi faktanya: 1,mobil esemka 2,ekonomi meroket 3,kereta cepat b to b, tdkk akan pakai apbn 4,tdk akan nambah utang 5,bbm satu harga, dipapua pertalit mencapai 35 rb perliter 6, tol laut, yg ada tol darat dan tol langit,tolol selangit"
NETRAL,@alt_dragrace @inquirerdotnet Ang trip ni BBM ay official.hindi honeymoon.
NEGATIF,@abu_waras sangat mewakilkan pendukung sekali. hidup dalam kecukupan tanpa antri Elpiji ato bbm enak ya jadi pendukung komisaris
